@ATTRIBUTE 1	 REAL
0.113027,0.000000,0.000000,0.000000,0.113027,0.000000,0.000000,0.000000,0.000000,0.000000,0.213520,0.000000,0.000000,0.000000,0.211986,0.738020,0.250000,0.294118,1.000000,0.738275,0.101571,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.098515,0.000000,0.000000,0.000000,1.000000,0.894737,0.000000,0.002260,0.050000,1.000000,NONE	%docid = GX120-87-13557119 inc = 0.00253758541553713 prob = 0.0897545
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002935,0.000000,0.000000,0.000000,0.001147,0.000000,0.000000,0.117647,0.250000,0.000000,0.670982,0.893347,0.745212,0.840422,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.627617,0.846314,0.729541,0.795540,0.500000,0.289474,0.000000,0.000000,0.000000,0.000000,NONE	%docid = GX227-88-11230785 inc = 0.00403291044471426 prob = 0.0900432
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002935,0.000000,0.000000,0.000000,0.001147,0.000104,0.000000,0.235294,0.250000,0.000157,0.665542,0.868721,0.744688,0.823785,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.620320,0.818122,0.728776,0.777331,0.500000,0.289474,0.000000,0.000000,0.000000,0.000000,NONE	%docid = GX228-58-4440902 inc = 0.00221653692033363 prob = 0.0897456
1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.641555,0.125000,0.000000,0.500000,0.641557,0.584582,0.675850,0.873713,0.670282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.564576,0.670215,0.857541,0.665457,1.000000,0.473684,0.000000,0.014706,0.100000,0.000000,NONE	%docid = GX236-23-5329557 inc = 1 prob = 0.132973
0.015326,0.090909,0.500000,0.000000,0.019157,0.000000,0.000000,0.000000,0.000000,0.000000,0.017600,0.059540,0.766069,0.000000,0.020515,0.004382,0.125000,0.470588,1.000000,0.004695,0.884795,0.935050,0.878143,0.943734,0.279856,0.142538,0.000000,0.041997,0.669733,0.607103,0.993868,0.346972,0.000000,0.000000,0.000000,0.000000,0.871229,0.935529,0.879969,0.938016,0.000000,0.736842,0.000000,0.007728,0.050000,0.060748,NONE	%docid = GX244-44-13923883 inc = 0.0139505542763592 prob = 0.0940232
0.019157,0.000000,0.500000,0.000000,0.021073,0.000000,0.000000,0.000000,0.000000,0.000000,0.023331,0.000000,0.766069,0.000000,0.025361,0.004930,0.208333,0.411765,1.000000,0.005269,0.923590,0.950770,0.901215,0.946828,0.000000,0.000000,0.000000,0.000000,0.730008,0.640578,0.995400,0.366080,0.000000,0.000000,0.000000,0.000000,0.889494,0.932193,0.888969,0.927236,0.000000,0.710526,0.000000,0.007728,0.050000,0.060748,NONE	%docid = GX246-43-0011956 inc = 1 prob = 0.0958365
0.009579,0.000000,0.000000,0.000000,0.009579,0.000000,0.000000,0.000000,0.000000,0.000000,0.004136,0.000000,0.000000,0.000000,0.002359,0.008713,0.333333,0.000000,1.000000,0.008947,0.112390,0.270466,0.436208,0.105538,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.103755,0.267022,0.428903,0.104596,1.000000,0.605263,0.000000,0.002699,0.050000,0.000000,NONE	%docid = GX259-97-9747013 inc = 0.00228324997205812 prob = 0.0897401
0.655172,0.000000,0.000000,0.000000,0.655172,0.000000,0.000000,0.000000,0.000000,0.000000,0.779671,0.000000,0.000000,0.000000,0.778582,1.000000,0.125000,0.000000,0.750000,1.000000,0.277831,0.297436,0.397953,0.291936,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.267445,0.296103,0.392174,0.290990,0.500000,0.894737,0.000000,0.074327,0.050000,0.000000,NONE	%docid = GX269-72-14988441 inc = 1 prob = 0.0991044
0.074671,0.000000,0.000000,0.000000,0.073314,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.078463,0.941176,0.333333,0.375000,0.078806,0.943303,0.982408,0.966784,0.896971,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.966973,0.980521,0.965001,0.903255,0.166667,0.189655,0.000000,0.006535,0.428571,0.196721,NONE	%docid = GX005-19-14475668 inc = 1 prob = 0.617954
0.369693,0.000000,0.000000,0.000000,0.368768,0.000000,0.000000,0.000000,0.000000,0.000000,0.697087,0.000000,0.000000,0.000000,0.696725,0.302337,0.235294,1.000000,0.250000,0.302549,0.369836,0.815522,0.849592,0.772692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.383173,0.816069,0.850225,0.781054,0.000000,0.172414,0.000000,0.054218,0.142857,0.016393,NONE	%docid = GX008-89-16198770 inc = 0.0351930806843787 prob = 0.190785
0.000732,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.975482,0.000000,0.359337,0.000000,0.976318,0.000660,0.000000,0.250000,0.750000,0.000634,0.172177,0.114960,0.031163,0.163704,0.000000,0.000000,0.000000,0.000000,0.359337,0.295792,0.032179,0.326074,0.000000,0.000000,0.000000,0.000000,0.170579,0.125769,0.027905,0.156977,0.166667,0.431034,0.000000,0.000000,0.000000,0.032787,NONE	%docid = GX027-51-5970765 inc = 0.0138735933918915 prob = 0.056793
0.169107,0.000000,0.000000,0.000000,0.167889,0.000000,0.000000,0.000000,0.000000,0.000000,0.944752,0.000000,0.000000,0.000000,0.944436,0.133263,0.294118,0.166667,0.625000,0.133316,0.722449,1.000000,1.000000,0.901788,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.744557,1.000000,1.000000,0.909407,0.166667,0.465517,0.000000,0.011691,0.142857,0.032787,NONE	%docid = GX027-69-1932806 inc = 1 prob = 0.569708
0.024890,0.000000,0.000000,0.000000,0.023460,0.000000,0.000000,0.000000,0.000000,0.000000,0.982116,0.000000,0.000000,0.000000,0.982745,0.021075,1.000000,0.583333,0.500000,0.021550,0.893213,0.961334,0.883940,0.954943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.900280,0.950206,0.879250,0.954346,0.166667,0.362069,0.000000,0.117727,1.000000,1.000000,NONE	%docid = GX035-14-4776346 inc = 0.0646892173869975 prob = 0.172237
0.008053,0.000000,0.000000,0.000000,0.006598,0.000000,0.000000,0.000000,0.000000,0.000000,0.977566,0.000000,0.000000,0.000000,0.978388,0.005704,0.117647,0.166667,1.000000,0.005757,0.368476,0.272361,0.158109,0.307283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.369472,0.261137,0.151622,0.304955,1.000000,1.000000,0.000000,0.000042,0.142857,0.000000,NONE	%docid = GX036-84-0089692 inc = 1 prob = 0.0403176
0.002196,0.000000,1.000000,0.000000,0.001466,0.000000,0.000000,0.000000,0.000000,0.000000,0.988379,0.000000,1.000000,0.000000,0.994229,0.001479,0.117647,0.250000,0.375000,0.001426,0.711840,0.407745,0.354335,0.230590,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.751653,0.401591,0.361582,0.233516,0.166667,0.275862,0.000000,0.000167,0.285714,0.016393,NONE	%docid = GX043-64-11371820 inc = 1 prob = 0.13422
0.001464,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.976354,0.000000,0.000000,0.000000,0.977233,0.001875,0.176471,0.500000,0.625000,0.001981,0.329294,0.200011,0.089060,0.211091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.325957,0.153056,0.081245,0.195164,0.333333,0.517241,0.000000,0.000068,0.428571,0.016393,NONE	%docid = GX043-79-10611763 inc = 1 prob = 0.0323652
0.068082,0.000000,0.000000,0.000000,0.066716,0.000000,0.000000,0.000000,0.000000,0.000000,0.941243,0.000000,0.000000,0.000000,0.941816,0.077275,0.823529,0.666667,0.375000,0.077671,0.390156,0.703173,0.769955,0.762841,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.401283,0.700974,0.767988,0.769422,0.000000,0.155172,0.000000,1.000000,0.571429,0.081967,NONE	%docid = GX047-20-10717540 inc = 0.0193036498772775 prob = 0.0918227
0.016837,0.000000,0.000000,0.000000,0.015396,0.000000,0.000000,0.000000,0.000000,0.000000,0.976128,0.000000,0.000000,0.000000,0.976866,0.011488,0.000000,0.500000,0.625000,0.011515,0.938509,0.965866,0.834943,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.947752,0.955168,0.831531,1.000000,0.333333,0.465517,0.000000,0.000000,0.000000,0.016393,LOW	%docid = GX054-58-14703382 inc = 1 prob = 0.183022
0.014641,0.000000,1.000000,0.000000,0.013930,0.000000,0.000000,0.000000,0.000000,0.000000,0.984999,0.000000,0.140522,0.000000,0.984701,0.012043,0.647059,0.916667,0.250000,0.012413,1.000000,0.840740,0.788584,0.823558,0.000000,0.000000,0.000000,0.000000,0.066129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.826906,0.782794,0.822424,0.000000,0.241379,0.000000,0.502227,0.285714,0.491803,NONE	%docid = GX059-66-7926528 inc = 0.0270451712153544 prob = 0.137226
0.000000,1.000000,1.000000,1.000000,0.000733,0.000000,0.000000,0.000000,0.000000,0.000000,0.978135,1.000000,0.674510,1.000000,0.983851,0.000000,0.176471,0.250000,0.500000,0.000000,0.330700,0.153035,0.056754,0.000000,1.000000,0.000000,0.000000,0.000000,0.674510,0.642755,0.387647,0.658744,1.000000,0.000000,0.000000,0.000000,0.365720,0.089731,0.091553,0.000000,0.166667,0.293103,0.000000,0.000343,0.142857,0.000000,NONE	%docid = GX069-01-8964490 inc = 0.00395327054735613 prob = 0.0884885
0.048316,0.000000,1.000000,0.000000,0.047654,0.000000,0.000000,0.000000,0.000000,0.000000,0.963616,0.000000,0.140522,0.000000,0.963229,0.026436,0.000000,0.666667,0.000000,0.026383,0.734416,0.982318,0.914362,0.973362,0.000000,0.000000,0.000000,0.000000,0.082510,0.017362,0.001404,0.026399,0.000000,0.000000,0.000000,0.000000,0.750340,0.980288,0.913392,0.979398,0.333333,0.000000,0.000000,0.000000,0.000000,0.147541,NONE	%docid = GX195-08-5051462 inc = 0.041446009704714 prob = 0.120828
0.048316,0.000000,0.000000,0.000000,0.046921,0.000000,0.000000,0.000000,0.000000,0.000000,0.981317,0.000000,0.000000,0.000000,0.981733,0.033197,0.117647,0.166667,0.500000,0.033144,0.904807,0.932699,0.890856,0.831330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.925005,0.929704,0.887776,0.836819,0.000000,0.224138,0.000000,0.016838,0.571429,0.000000,NONE	%docid = GX231-64-14546355 inc = 1 prob = 0.133658
1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.585624,0.000000,0.000000,0.000000,0.580852,1.000000,0.294118,0.000000,0.625000,1.000000,0.420133,0.797374,0.839236,0.750823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.434013,0.798530,0.840556,0.759540,0.000000,0.344828,0.000000,0.006179,0.142857,0.000000,NONE	%docid = GX233-81-1645502 inc = 1 prob = 0.159793
0.910688,0.000000,0.000000,0.000000,0.910557,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.965800,0.176471,0.000000,0.375000,0.965694,0.000000,0.000000,0.000000,0.213225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222585,0.166667,0.517241,0.000000,0.009444,0.142857,0.000000,NONE	%docid = GX255-26-1892397 inc = 0.00317868820397272 prob = 0.0893647
0.577281,0.000000,0.000000,0.000000,0.577281,0.000000,0.000000,0.000000,0.000000,0.000000,0.511834,0.000000,0.000000,0.000000,0.509713,0.674746,0.250000,0.076923,0.125000,0.674792,0.080520,0.401341,0.518812,0.616607,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.079141,0.387150,0.520134,0.608608,0.250000,0.220588,0.000000,0.163778,1.000000,0.200000,NONE	%docid = GX000-12-15290091 inc = 1 prob = 0.0897452
0.006540,1.000000,0.500000,1.000000,0.007917,0.000000,0.000000,0.000000,0.000000,0.000000,0.964491,1.000000,0.595388,1.000000,0.971069,0.004502,0.250000,0.076923,0.000000,0.004526,1.000000,1.000000,0.848921,0.986661,1.000000,0.396400,0.773903,0.362860,0.836372,0.623110,0.722141,0.417939,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.869540,0.989053,0.000000,0.044118,0.000000,0.079220,0.125000,0.040000,LOW	%docid = GX000-96-6573323 inc = 1 prob = 0.316293
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.941669,0.000000,0.000000,0.000000,0.939137,0.000233,0.000000,0.038462,0.375000,0.000187,0.193787,0.138626,0.007808,0.058728,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.186383,0.066174,0.000000,0.007532,0.250000,0.220588,0.000000,0.000000,0.000000,0.040000,NONE	%docid = GX001-25-3103242 inc = 1 prob = 0.0482583
0.000000,0.500000,0.500000,0.000000,0.000688,0.000000,0.000000,0.000000,0.000000,0.000000,0.941669,0.360397,0.362818,0.000000,0.940424,0.001166,0.700000,0.230769,0.250000,0.001540,0.185738,0.000000,0.000000,0.000000,0.202355,0.000000,0.000000,0.000000,0.308048,0.243627,0.173471,0.035861,0.000000,0.000000,0.000000,0.000000,0.217849,0.000000,0.040263,0.000000,0.000000,0.191176,0.000000,0.007910,0.125000,0.000000,NONE	%docid = GX001-84-4653345 inc = 0.00769202863106258 prob = 0.0750585
0.025473,0.000000,0.000000,0.000000,0.025473,0.000000,0.000000,0.000000,0.000000,0.000000,0.958713,0.000000,0.000000,0.000000,0.955723,0.040776,0.200000,0.115385,0.250000,0.040846,0.622251,0.660896,0.756046,0.833795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.613014,0.649567,0.753117,0.828819,0.250000,0.205882,0.000000,0.012004,0.062500,0.000000,NONE	%docid = GX008-27-9510067 inc = 0.0607471702876792 prob = 0.216751
0.044406,0.000000,0.000000,0.000000,0.044406,0.000000,0.000000,0.000000,0.000000,0.000000,0.956446,0.000000,0.000000,0.000000,0.953316,0.053163,0.200000,0.115385,0.250000,0.053233,0.680558,0.838645,0.886523,0.913233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.671800,0.831884,0.885042,0.910604,0.250000,0.191176,0.000000,0.012004,0.062500,0.000000,NONE	%docid = GX008-38-8930184 inc = 0.139516113850223 prob = 0.330711
0.051291,0.000000,0.000000,0.000000,0.051291,0.000000,0.000000,0.000000,0.000000,0.000000,0.950426,0.000000,0.000000,0.000000,0.947292,0.050037,0.200000,0.115385,0.250000,0.050107,0.661692,0.805892,0.875149,0.915432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.652309,0.798220,0.873684,0.912775,0.250000,0.176471,0.000000,0.012004,0.062500,0.000000,NONE	%docid = GX008-75-16400238 inc = 0.0862480653734614 prob = 0.315681
0.010671,0.000000,0.500000,0.000000,0.011015,0.000000,0.000000,0.000000,0.000000,0.000000,0.942072,0.000000,0.404612,0.000000,0.940516,0.009821,0.000000,0.307692,0.375000,0.009937,0.476808,0.653379,0.604238,0.786905,0.000000,0.000000,0.000000,0.000000,0.286804,0.278946,0.259239,0.071460,0.000000,0.000000,0.000000,0.000000,0.471277,0.641555,0.607087,0.779862,0.750000,0.455882,0.000000,0.000000,0.000000,0.240000,NONE	%docid = GX012-92-14801640 inc = 1 prob = 0.0903428
0.022031,1.000000,0.000000,0.000000,0.022719,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.875839,0.000000,0.000000,1.000000,0.014580,0.500000,0.153846,0.375000,0.014836,0.907691,0.898784,0.925474,0.938866,0.648024,0.939178,0.998010,0.945460,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.891591,0.888762,0.925800,0.934326,0.500000,0.205882,0.000000,0.010209,0.062500,0.120000,LOW	%docid = GX014-01-15803947 inc = 1 prob = 0.373562
0.007229,0.000000,0.000000,0.000000,0.007229,0.000000,0.000000,0.000000,0.000000,0.000000,0.935817,0.000000,0.000000,0.000000,0.933297,0.004339,0.200000,0.038462,0.625000,0.004432,0.138930,0.325416,0.150380,0.465234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.130722,0.290087,0.144622,0.440595,1.000000,0.573529,0.000000,0.008351,0.062500,0.000000,NONE	%docid = GX016-85-12262430 inc = 1 prob = 0.0310204
0.036489,0.000000,1.000000,0.000000,0.037177,0.000000,0.000000,0.000000,0.000000,0.000000,0.920621,0.000000,0.379878,0.000000,0.917373,0.028319,0.200000,1.000000,0.375000,0.028949,0.188633,0.340284,0.291836,0.441278,0.000000,0.000000,0.000000,0.000000,0.108306,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.182239,0.318197,0.288230,0.426112,0.500000,0.308824,0.000000,1.000000,0.187500,0.200000,NONE	%docid = GX018-34-14607994 inc = 0.00769202863106258 prob = 0.083881
0.009639,0.500000,0.000000,0.000000,0.009983,0.000000,0.000000,0.000000,0.000000,0.000000,0.948424,0.500000,0.000000,0.000000,0.948059,0.016119,0.550000,0.230769,0.125000,0.016399,0.466149,0.404233,0.476167,0.518100,0.342720,0.421967,0.617603,0.249576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.473660,0.386414,0.476803,0.506492,0.250000,0.102941,0.000000,0.004175,0.125000,0.320000,NONE	%docid = GX018-74-3694821 inc = 0.014908260261491 prob = 0.0893771
0.071945,0.000000,0.500000,0.000000,0.072289,0.000000,0.000000,0.000000,0.000000,0.000000,0.979055,0.000000,0.404612,0.000000,0.976909,0.046888,0.100000,0.192308,0.250000,0.046958,0.522580,0.925812,0.973301,0.983433,0.000000,0.000000,0.000000,0.000000,0.381236,0.310019,0.260354,0.102762,0.000000,0.000000,0.000000,0.000000,0.517054,0.921180,0.972998,0.982775,0.500000,0.235294,0.000000,0.002865,0.062500,0.160000,LOW	%docid = GX021-10-14330419 inc = 1 prob = 0.438217
0.000000,0.500000,0.500000,1.000000,0.001033,0.000000,0.000000,0.000000,0.000000,0.000000,0.943414,0.500000,0.595388,1.000000,0.947936,0.000000,0.200000,0.038462,0.125000,0.000000,0.537191,0.587009,0.378525,0.385091,0.706849,0.508308,0.622250,0.326923,1.000000,0.668976,0.722513,0.464104,0.954513,0.000000,0.000000,0.000000,0.673742,0.471622,0.459539,0.317435,0.000000,0.338235,0.000000,0.034329,0.062500,0.000000,NONE	%docid = GX030-08-14896382 inc = 1 prob = 0.0993166
0.012392,1.000000,1.000000,0.000000,0.013769,0.000000,0.000000,0.000000,0.000000,0.000000,0.967036,0.875839,1.000000,0.000000,0.970950,0.009448,0.350000,0.269231,0.250000,0.009681,0.874051,0.909370,0.854130,0.932177,0.850776,1.000000,1.000000,1.000000,0.772631,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.880307,0.910830,0.873019,0.935605,0.250000,0.250000,0.000000,0.006880,0.125000,0.480000,LOW	%docid = GX055-88-6525326 inc = 1 prob = 0.271252
0.127711,0.000000,0.000000,0.000000,0.127711,0.000000,0.000000,0.000000,0.000000,0.000000,0.935303,0.000000,0.000000,0.000000,0.932160,0.092003,0.450000,0.423077,0.250000,0.092377,0.316430,0.423492,0.491518,0.599666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.310294,0.409012,0.491909,0.591093,0.250000,0.397059,0.000000,0.003298,0.062500,0.080000,NONE	%docid = GX061-30-1717110 inc = 1 prob = 0.077049
0.166265,0.000000,0.000000,0.000000,0.166265,0.000000,0.000000,0.000000,0.000000,0.000000,0.891783,0.000000,0.000000,0.000000,0.888775,0.141457,0.450000,0.423077,0.250000,0.141831,0.334781,0.476654,0.517925,0.610775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.330429,0.464205,0.519239,0.602953,0.250000,0.397059,0.000000,0.003298,0.062500,0.120000,NONE	%docid = GX061-31-1301599 inc = 1 prob = 0.101232
0.020310,0.000000,0.000000,0.000000,0.020310,0.000000,0.000000,0.000000,0.000000,0.000000,0.943424,0.000000,0.000000,0.000000,0.940776,0.017449,0.100000,0.076923,1.000000,0.017589,0.274906,0.339110,0.281001,0.441601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.267802,0.319231,0.276698,0.425778,0.750000,0.573529,0.000000,0.085910,0.125000,0.120000,NONE	%docid = GX229-16-16535829 inc = 1 prob = 0.0475314
0.318417,0.000000,0.000000,0.000000,0.318417,0.000000,0.000000,0.000000,0.000000,0.000000,0.977415,0.000000,0.000000,0.000000,0.973065,0.401932,0.300000,0.000000,1.000000,0.402118,0.259649,0.608563,0.707882,0.730430,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.256467,0.598464,0.708737,0.724819,0.500000,1.000000,0.000000,0.002113,0.062500,0.000000,NONE	%docid = GX232-38-2099607 inc = 0.0288286202555603 prob = 0.207532
0.135972,0.000000,0.000000,0.000000,0.135972,0.000000,0.000000,0.000000,0.000000,0.000000,0.842619,0.000000,0.000000,0.000000,0.840228,0.131847,0.050000,0.461538,0.625000,0.132127,0.120851,0.186558,0.205342,0.416455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.119037,0.167396,0.205889,0.404165,0.500000,0.411765,0.000000,0.004974,0.062500,1.000000,NONE	%docid = GX234-59-8065420 inc = 0.00353280632411067 prob = 0.0896873
0.347676,0.000000,0.000000,0.000000,0.347676,0.000000,0.000000,0.000000,0.000000,0.000000,0.718135,0.000000,0.000000,0.000000,0.715553,0.361878,0.150000,0.000000,0.375000,0.361878,0.262797,0.720556,0.837339,0.807821,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.262350,0.713216,0.838728,0.804252,0.500000,0.352941,0.000000,0.001342,0.062500,0.000000,NONE	%docid = GX234-87-14380870 inc = 0.0374026070157856 prob = 0.0978478
0.314974,0.000000,0.000000,0.000000,0.314974,0.000000,0.000000,0.000000,0.000000,0.000000,0.865248,0.000000,0.000000,0.000000,0.860785,0.570519,0.050000,0.000000,0.125000,0.570425,0.329753,0.293926,0.279874,0.501319,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.326240,0.274709,0.277208,0.488502,0.250000,0.235294,0.000000,0.054892,0.125000,0.000000,NONE	%docid = GX235-10-1803614 inc = 1 prob = 0.104594
0.097418,0.000000,0.000000,0.000000,0.097418,0.000000,0.000000,0.000000,0.000000,0.000000,0.954751,0.000000,0.000000,0.000000,0.951589,0.065014,1.000000,0.461538,0.500000,0.065713,0.420028,0.807591,0.953495,0.949700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.412461,0.797528,0.950730,0.946032,0.500000,0.485294,0.000000,0.006262,0.125000,0.440000,NONE	%docid = GX235-97-11318817 inc = 0.0862480653734614 prob = 0.357948
0.079518,0.000000,0.000000,0.000000,0.079518,0.000000,0.000000,0.000000,0.000000,0.000000,0.914485,0.000000,0.000000,0.000000,0.911737,0.052323,0.050000,0.000000,0.250000,0.052253,0.489618,0.920154,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.485099,0.915932,1.000000,1.000000,0.250000,0.000000,0.000000,0.001180,0.062500,0.000000,NONE	%docid = GX240-79-2109300 inc = 1 prob = 0.435625
0.001033,0.500000,0.500000,0.000000,0.001721,0.000000,0.000000,0.000000,0.000000,0.000000,0.950604,0.500000,0.595388,0.000000,0.952657,0.002753,0.200000,0.230769,0.750000,0.002986,0.653909,0.346227,0.447332,0.255059,0.706849,0.508308,0.622250,0.326923,0.505510,0.550415,0.720653,0.344768,0.000000,0.000000,0.000000,0.000000,0.668745,0.326604,0.461894,0.242533,0.750000,0.485294,0.000000,0.037740,0.062500,0.000000,NONE	%docid = GX247-66-2670014 inc = 0.0288286202555603 prob = 0.0902814
0.064372,0.000000,0.000000,0.000000,0.064372,0.000000,0.000000,0.000000,0.000000,0.000000,0.977765,0.000000,0.000000,0.000000,0.974639,0.049851,0.100000,0.000000,0.250000,0.049804,0.419444,0.752746,0.867261,0.902450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.414740,0.744308,0.866044,0.899994,0.500000,0.205882,0.000000,0.002865,0.062500,0.000000,NONE	%docid = GX250-65-0141594 inc = 0.0862480653734614 prob = 0.240626
0.173150,0.000000,0.000000,0.000000,0.173150,0.000000,0.000000,0.000000,0.000000,0.000000,0.817743,0.000000,0.000000,0.000000,0.815343,0.226603,0.200000,0.000000,0.500000,0.226649,0.144203,0.516138,0.625503,0.694220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.143637,0.503974,0.626234,0.687873,0.750000,0.544118,0.000000,0.002080,0.062500,0.000000,LOW	%docid = GX251-70-7829659 inc = 0.0130110376992312 prob = 0.177836
1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.050000,0.000000,0.625000,1.000000,0.000000,0.436292,0.487808,0.597098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.422982,0.489318,0.588686,0.750000,0.367647,0.000000,0.000314,0.062500,0.000000,NONE	%docid = GX254-86-9713456 inc = 1 prob = 0.105188
